id,category,description,location,riskLevel
1068,electrical,desk light bulb has gone dim over the last few days,Academic Block 1 Room 101,low
2573,sanitation,soap dispenser empty in common washroom. Noticeable smell and noise.,Hostel A Ground Floor Lobby,low
2303,structural,main corridor entrance glass door cracked and rattling in high wind,Hostel A Room 102,medium
2887,security,bicycle rack outside hostel has one loose bolt on stand. Needs urgent inspection.,Hostel A Dining Hall,low
1203,electrical,live wire snapped and touching metallic railing on staircase. Reported this earlier today.,Hostel C Staircase,high
2278,structural,wooden study desk drawer sticks when opening. Noticeable smell and noise.,Hostel E Room 501,low
2231,structural,floor tile in corner of room has slight chip on corner. Very concerning situation.,Hostel E Room 501,low
2749,sanitation,Burst main septic chamber overflowing across hostel perimeter. affecting multiple students.,Hostel E Room 501,high
1760,network,access point blinking red light and rejecting all authentication attempts,Hostel C Room 305,medium
2546,sanitation,housekeeping missed morning sweeping in wing C corridor,Hostel D Cafeteria,low
1796,network,"wifi access point on 2nd floor completely dead, no SSID broadcasting",Hostel B Corridor 3rd Floor,medium
2713,sanitation,fecal matter and sewage overflow flooding hallway and entering student living areas,Gymnasium Locker Room,high
3154,other,lost water bottle left behind in common room lounge. Happening since last night.,Hostel D Cafeteria,low
1200,electrical,two sockets in room 214 have completely stopped providing power,Hostel E Room 501,medium
2336,structural,"balcony safety railing is loose and wobbles when pushed, dangerous for students",Hostel A Floor 2 Washroom,medium
3135,other,whiteboard marker dried out in discussion room,Hostel C Basement Study Room,low
1624,network,intermittent ping spikes while playing online educational tutorials. Reported this earlier today.,Hostel B Main Electrical Room,low
1077,electrical,fluorescent tube in bathroom takes a few seconds to light up. Affecting multiple students.,Hostel B Main Electrical Room,low
1093,electrical,minor flicker in hallway lighting during evening hours,Hostel D Cafeteria,low
1287,electrical,severe electrical burn smell and active sparks from air conditioner unit. Needs urgent inspection.,Hostel C Room 305,high
1239,electrical,live wire snapped and touching metallic railing on staircase,Library 2nd Floor Reading Hall,high
2436,structural,"large section of concrete ceiling collapsed into room 214, debris on bed. Kindly update ticket status once inspected.",Hostel D Terrace Access,high
2602,sanitation,stagnant water pool near water purifier breeding mosquitoes,Hostel A Ground Floor Lobby,medium
1951,fire_safety,Emergency exit sign light bulb on floor 1 appears dim. kindly update ticket status once inspected.,Hostel D Server Rack Room,low
1130,electrical,corridor lights went dark due to tripped MCB on floor 3. Very concerning situation.,Hostel A Room 102,medium
2548,sanitation,dust accumulated on common room window ledges. Happening since last night.,Hostel C Wing West Common Area,low
1672,network,wifi speed is slower than usual in the corner of room 214. Very concerning situation.,Hostel A Room 102,low
1052,electrical,minor flicker in hallway lighting during evening hours,Hostel D Cafeteria,low
1966,fire_safety,Dust accumulated on corridor smoke sensor casing,Gymnasium Locker Room,low
2253,structural,Window latch in room 204 is stiff and needs oiling,Hostel A Room 102,low
2655,sanitation,sewage smell rising from multiple bathroom drains on 2nd floor. Affecting multiple students.,Hostel D Terrace Access,medium
1761,network,DHCP server not assigning IP addresses to students on hostel network,Hostel D Terrace Access,medium
2248,structural,floor tile in corner of room has slight chip on corner,Hostel D Room 412,low
3124,other,lost student ID card found in library and placed at reception,Main Auditorium Hall B,low
1755,network,hostel router rebooting constantly every 10 minutes disrupting classes,Hostel A Dining Hall,medium
3046,security,"active break-in in progress, unauthorized person forcing doors on 3rd floor",Hostel C Room 305,high
1254,electrical,"exposed live wire hanging near wet washroom entrance, serious shock hazard",Hostel C Room 305,high
2999,security,security CCTV camera on 2nd floor corridor is offline with black screen,Main Auditorium Hall B,medium
2413,structural,"Staircase railing completely detached and fallen, open drop from 4th floor",Library 2nd Floor Reading Hall,high
2305,structural,large chunks of plaster fell from ceiling onto study table while room was empty,Hostel D Cafeteria,medium
1809,network,"catastrophic network outage across entire institution, security systems offline",Hostel C Wing West Common Area,high
2560,sanitation,dustbin in common corridor is full and needs daily emptying. Happening since last night.,Hostel C Room 305,low
2130,fire_safety,"thick black smoke filling hostel 3rd floor corridor, alarms blaring, evacuation needed. Noticeable smell and noise.",Hostel C Basement Study Room,high
1814,network,"ransomware or malicious attack suspected, all gateway routers failing simultaneously. Very concerning situation.",Hostel D Server Rack Room,high
2454,structural,"retaining wall behind hostel collapsed following heavy rainfall, soil entering. Happening since last night.",Hostel C Wing West Common Area,high
1289,electrical,main circuit breaker exploded with loud bang and continuous sparks. Noticeable smell and noise.,Main Auditorium Hall B,high
1155,electrical,fan regulator is overheating and burning odor coming from switchboard,Hostel C Wing West Common Area,medium
3374,other,"deadly venomous snake sighted inside student room under bed, urgent wildlife rescue. Please resolve this quickly.",Hostel E Water Tank Area,high
2962,security,perimeter fence wire cut behind hostel sports ground. Kindly update ticket status once inspected.,Main Auditorium Hall B,medium
3102,other,notice board glass in lobby has finger smudges,Hostel C Basement Study Room,low
2137,fire_safety,major electrical fire spreading along cable tray across residential floor,Central Canteen Kitchen Area,high
3251,other,broken glass bottles scattered across basketball court walkway. Needs urgent inspection.,Hostel D Terrace Access,medium
1527,plumbing,massive water flood on 3rd floor reaching electrical sockets and elevators,Hostel D Server Rack Room,high
1337,plumbing,slow drip from flush tank valve into the commode,Hostel D Cafeteria,low
2739,sanitation,"Toxic sewer gas backup filling residential wing, multiple students feeling nauseous",Hostel C Room 305,high
2028,fire_safety,strong burning paper or wood smell in courtyard with smoke source unknown,Hostel A Room 102,medium
2196,fire_safety,"strong gas leak detected near mess kitchen cylinder bank, hissing sound and heavy smell",Hostel B Corridor 3rd Floor,high
1750,network,ethernet wall jacks across 5 rooms on floor 3 not receiving link light,Main Auditorium Hall B,medium
2692,sanitation,severe rodent problem in ground floor storage room chewing cables. Students are worried about safety.,Hostel A Dining Hall,medium
1271,electrical,live wire snapped and touching metallic railing on staircase,Hostel F Room 118,high
1412,plumbing,toilet flush mechanism broken and overflowing into drainage pan,Hostel E Water Tank Area,medium
1360,plumbing,washbasin drain is draining slowly after brushing teeth. Kindly update ticket status once inspected.,Hostel B Main Electrical Room,low
2292,structural,minor paint peeling on bathroom ceiling due to steam. Happening since last night.,Academic Block 1 Room 101,low
2704,sanitation,fecal matter and sewage overflow flooding hallway and entering student living areas,Hostel D Room 412,high
2159,fire_safety,emergency fire exit completely blocked while fire is spreading in staircase. Please send someone to check as soon as possible.,Academic Block 1 Room 101,high
1185,electrical,corridor lights went dark due to tripped MCB on floor 3,Hostel C Wing West Common Area,medium
1270,electrical,heavy smoke and crackling sparks coming from distribution panel in wing B,Hostel B Main Electrical Room,high
1748,network,access point blinking red light and rejecting all authentication attempts. Happening since last night.,Hostel D Terrace Access,medium
1069,electrical,minor flicker in hallway lighting during evening hours,Main Auditorium Hall B,low
2481,structural,"staircase railing completely detached and fallen, open drop from 4th floor",Hostel C Staircase,high
1633,network,guest wifi login portal page takes long time to load. Happening since last night.,Gymnasium Locker Room,low
1081,electrical,study lamp switch is a bit loose and sometimes requires multiple clicks to turn on,Hostel D Room 412,low
1199,electrical,sparking sound heard when inserting 3-pin laptop adapter into wall socket,Central Canteen Kitchen Area,medium
3140,other,lost water bottle left behind in common room lounge. Please send someone to check as soon as possible.,Hostel C Staircase,low
1514,plumbing,"uncontrolled high pressure water gushing from main riser pipe, rooms submerged",Main Auditorium Hall B,high
3355,other,"student medical emergency: unconscious student having seizure in room 305, ambulance needed. Happening since last night.",Hostel D Cafeteria,high
2974,security,security CCTV camera on 2nd floor corridor is offline with black screen. Happening since last night.,Hostel C Staircase,medium
1722,network,"core floor switch unresponsive, student exams affected",Hostel E Water Tank Area,medium
1472,plumbing,"water pipe under sink leaking steady stream, water pooling on floor",Hostel E Room 501,medium
1587,plumbing,"main supply line cracked wide open, stairs transformed into water cascade. Kindly update ticket status once inspected.",Hostel D Terrace Access,high
2018,fire_safety,fire hose pipe nozzle cracked and leaking during weekly pressure test. Noticeable smell and noise.,Library 2nd Floor Reading Hall,medium
1101,electrical,two sockets in room 214 have completely stopped providing power,Hostel C Wing West Common Area,medium
1017,electrical,exhaust fan switch in bathroom is stiff and makes a slight click sound. Noticeable smell and noise.,Hostel B Balcony,low
2796,sanitation,"dead animal decomposing in central water supply storage tank, water contaminated",Hostel C Wing West Common Area,high
1811,network,"Catastrophic network outage across entire institution, security systems offline. very concerning situation.",Hostel A Floor 2 Washroom,high
1045,electrical,ceiling tube light flickers intermittently when switched on in the evening. Reported this earlier today.,Hostel C Basement Study Room,low
1605,network,wifi signal drops to 2 bars near balcony area,Central Canteen Kitchen Area,low
2933,security,unauthorized trespasser seen wandering hostel corridors without visitor badge,Hostel A Dining Hall,medium
1736,network,ethernet wall jacks across 5 rooms on floor 3 not receiving link light. Please resolve this quickly.,Hostel A Ground Floor Lobby,medium
1782,network,"core floor switch unresponsive, student exams affected",Hostel A Ground Floor Lobby,medium
1486,plumbing,drain pipe clogged and water backing up into bathroom stall,Hostel C Wing West Common Area,medium
2897,security,visitor sign-in book at security desk is full and needs replacement. Kindly update ticket status once inspected.,Academic Block 1 Room 101,low
1990,fire_safety,dust accumulated on corridor smoke sensor casing,Library 2nd Floor Reading Hall,low
3352,other,Gas cylinder valve leaking rapidly with loud hissing in cafeteria kitchen. kindly update ticket status once inspected.,Hostel A Ground Floor Lobby,high
2877,security,room door key is slightly sticky in the lock cylinder,Main Auditorium Hall B,low
1619,network,guest wifi login portal page takes long time to load,Hostel D Room 412,low
2235,structural,minor paint peeling on bathroom ceiling due to steam. Needs urgent inspection.,Hostel E Room 501,low
2377,structural,"balcony safety railing is loose and wobbles when pushed, dangerous for students",Academic Block 1 Room 101,medium
1869,network,"main fiber backbone disconnected, total campus disconnection from internet",Hostel C Staircase,high
1613,network,speed test shows 5 Mbps instead of usual 50 Mbps in our room. Reported this earlier today.,Hostel D Terrace Access,low
2983,security,electronic biometric access door stuck in open position allowing anyone entry,Hostel A Room 102,medium
2904,security,"theft reported from unattended room on floor 3, laptop and wallet stolen",Hostel A Dining Hall,medium
3364,other,severe chemical spill in corridor causing eye irritation and breathing distress. Affecting multiple students.,Hostel E Room 501,high
1324,plumbing,water tap in washroom leaks a few drops every minute. Please resolve this quickly.,Hostel C Basement Study Room,low
2120,fire_safety,"active building fire with heavy smoke, emergency evacuation underway",Central Canteen Kitchen Area,high
2316,structural,false ceiling panel sagging downward in common study room,Hostel D Server Rack Room,medium
2686,sanitation,waste disposal bin broken and spilling contaminated waste into corridor,Hostel E Water Tank Area,medium
1020,electrical,"study table socket cover plate is loose, need maintenance check. Students are worried about safety.",Hostel D Cafeteria,low
3066,security,critical security breach: master key stolen and unauthorized access to student rooms. Please send someone to check as soon as possible.,Central Canteen Kitchen Area,high
3036,security,"shots or explosive sounds heard near perimeter fence, lockdown initiated. Please resolve this quickly.",Hostel C Basement Study Room,high
1521,plumbing,"strong LPG gas smell accompanied by water leakage in mess kitchen area, immediate danger",Hostel F Room 118,high
1945,fire_safety,hose reel cabinet door latch is stiff to open,Hostel C Wing West Common Area,low
1476,plumbing,toilet flush mechanism broken and overflowing into drainage pan. Very concerning situation.,Hostel D Cafeteria,medium
1294,electrical,"exposed live wire hanging near wet washroom entrance, serious shock hazard",Hostel E Water Tank Area,high
2020,fire_safety,Emergency exit door jammed shut and cannot be pushed open from inside,Hostel D Server Rack Room,medium
1494,plumbing,drain pipe clogged and water backing up into bathroom stall. Kindly update ticket status once inspected.,Hostel A Ground Floor Lobby,medium
3033,security,"hostel main entry doors breached, intruder threatening occupants. Students are worried about safety.",Central Canteen Kitchen Area,high
1162,electrical,"exhaust fan in floor bathroom stopped working completely, burning smell noticed initially. Please resolve this quickly.",Hostel D Terrace Access,medium
3285,other,stray dog entered hostel corridor and growling at students passing by,Hostel B Main Electrical Room,medium
1349,plumbing,mild condensation on cold water pipe beneath the washbasin,Hostel E Room 501,low
1369,plumbing,slow drip from flush tank valve into the commode,Hostel B Corridor 3rd Floor,low
2632,sanitation,stagnant water pool near water purifier breeding mosquitoes. Kindly update ticket status once inspected.,Hostel F Room 118,medium
2347,structural,false ceiling panel sagging downward in common study room. Very concerning situation.,Hostel A Floor 2 Washroom,medium
3230,other,student trapped inside study room due to jammed door knob. Reported this earlier today.,Hostel D Cafeteria,medium
1501,plumbing,flooding in basement electrical substation from burst storm drain pipe. Please resolve this quickly.,Hostel D Cafeteria,high
1299,electrical,severe electrical burn smell and active sparks from air conditioner unit. Happening since last night.,Hostel C Basement Study Room,high
1883,network,network core failure disabling campus biometric security gates and CCTV stream,Hostel C Wing West Common Area,high
1768,network,no internet connection in entire block B while other blocks are fine,Hostel C Staircase,medium
3049,security,kidnapping or severe security threat reported on campus grounds. Happening since last night.,Library 2nd Floor Reading Hall,high
1601,network,DNS lookup seems slightly delayed on hostel subnet. Very concerning situation.,Hostel A Floor 2 Washroom,low
1115,electrical,corridor lights went dark due to tripped MCB on floor 3,Hostel D Cafeteria,medium
1665,network,guest wifi login portal page takes long time to load,Hostel E Water Tank Area,low
2874,security,security mirror at staircase corner is slightly tilted. Students are worried about safety.,Hostel B Main Electrical Room,low
2312,structural,"Balcony safety railing is loose and wobbles when pushed, dangerous for students. kindly update ticket status once inspected.",Hostel A Ground Floor Lobby,medium
1614,network,wifi speed is slower than usual in the corner of room 214. Affecting multiple students.,Hostel D Terrace Access,low
1341,plumbing,mild condensation on cold water pipe beneath the washbasin,Hostel B Main Electrical Room,low
1909,fire_safety,dust accumulated on corridor smoke sensor casing,Hostel C Basement Study Room,low
2239,structural,Floor tile in corner of room has slight chip on corner. noticeable smell and noise.,Hostel C Room 305,low
1202,electrical,"sparks and black smoke coming from main switchboard in corridor, urgent. Affecting multiple students.",Hostel A Room 102,high
1889,network,primary fiber optic uplink cable severed during construction outside hostel,Hostel B Main Electrical Room,high
1186,electrical,fan regulator is overheating and burning odor coming from switchboard,Hostel A Dining Hall,medium
2504,sanitation,dust accumulated on common room window ledges,Hostel D Server Rack Room,low
1589,plumbing,flooding in basement electrical substation from burst storm drain pipe,Academic Block 1 Room 101,high
2791,sanitation,hazardous medical or chemical waste dumped illegally behind residential block. Happening since last night.,Hostel C Wing West Common Area,high
2687,sanitation,cockroach and pest infestation noticed in pantry cabinets and floor washroom,Academic Block 1 Room 101,medium
1074,electrical,ceiling tube light flickers intermittently when switched on in the evening. Kindly update ticket status once inspected.,Hostel A Room 102,low
2109,fire_safety,fire sprinkler pipe ruptured but no water flowing while flames grow in lounge,Hostel D Cafeteria,high
2870,security,room door key is slightly sticky in the lock cylinder. Students are worried about safety.,Hostel A Floor 2 Washroom,low
1649,network,intermittent ping spikes while playing online educational tutorials,Hostel B Balcony,low
1779,network,DHCP server not assigning IP addresses to students on hostel network,Hostel D Cafeteria,medium
3281,other,Elevator getting stuck between floors 2 and 3 intermittently,Hostel C Room 305,medium
3012,security,"armed intruder or violent trespasser reported inside hostel block, lockdown needed",Hostel C Room 305,high
2383,structural,sunshade slab outside 2nd floor window showing visible cracks and sag,Hostel B Corridor 3rd Floor,medium
3266,other,"refrigerator in common kitchen not cooling, student food spoiling. Kindly update ticket status once inspected.",Hostel A Floor 2 Washroom,medium
1694,network,wifi speed is slower than usual in the corner of room 214,Gymnasium Locker Room,low
3112,other,bookshelf in common area needs reorganizing,Hostel D Cafeteria,low
3302,other,"passenger elevator cable snapped and safety brake engaged, 4 students trapped inside in darkness. Needs urgent inspection.",Hostel E Water Tank Area,high
3111,other,clock in study room is running 15 minutes slow,Hostel C Staircase,low
1317,plumbing,water tap in washroom leaks a few drops every minute. Happening since last night.,Hostel E Room 501,low
1840,network,"Ransomware or malicious attack suspected, all gateway routers failing simultaneously",Library 2nd Floor Reading Hall,high
1296,electrical,heavy smoke and crackling sparks coming from distribution panel in wing B,Gymnasium Locker Room,high
1032,electrical,light switch in corridor is stiff to press,Hostel B Corridor 3rd Floor,low
2288,structural,small chip in stair tread edge on ground floor landing. Noticeable smell and noise.,Hostel A Dining Hall,low
2078,fire_safety,fire alarm panel beeping continuously with yellow fault warning light. Affecting multiple students.,Hostel A Floor 2 Washroom,medium
1205,electrical,"exposed live wire hanging near wet washroom entrance, serious shock hazard",Hostel F Room 118,high
1902,fire_safety,plastic cover on emergency break-glass box is cracked. Reported this earlier today.,Hostel D Room 412,low
2507,sanitation,housekeeping missed morning sweeping in wing C corridor,Hostel D Room 412,low
1680,network,guest wifi login portal page takes long time to load,Library 2nd Floor Reading Hall,low
2209,structural,window latch in room 204 is stiff and needs oiling,Hostel C Wing West Common Area,low
3087,security,"Violent altercation with weapons reported in common room, students in danger. affecting multiple students.",Hostel A Dining Hall,high
2490,structural,"Retaining wall behind hostel collapsed following heavy rainfall, soil entering",Hostel B Room 214,high
2342,structural,"balcony safety railing is loose and wobbles when pushed, dangerous for students. Affecting multiple students.",Hostel C Room 305,medium
2346,structural,Heavy water seepage causing wall to bulge and paint to peel severely,Hostel E Room 501,medium
1312,plumbing,water tap in washroom leaks a few drops every minute,Gymnasium Locker Room,low
1791,network,"Wifi access point on 2nd floor completely dead, no ssid broadcasting",Hostel C Staircase,medium
1781,network,hostel router rebooting constantly every 10 minutes disrupting classes. Needs urgent inspection.,Hostel F Room 118,medium
3261,other,stray dog entered hostel corridor and growling at students passing by. Very concerning situation.,Hostel C Wing West Common Area,medium
1652,network,Dns lookup seems slightly delayed on hostel subnet. kindly update ticket status once inspected.,Library 2nd Floor Reading Hall,low
1090,electrical,"wall plug in room works but looks slightly worn out, please inspect when free. Affecting multiple students.",Gymnasium Locker Room,low
1842,network,"all core routers offline, mission critical services and monitoring halted",Academic Block 1 Room 101,high
2519,sanitation,Dust accumulated on common room window ledges. kindly update ticket status once inspected.,Hostel C Basement Study Room,low
2782,sanitation,"main sewage line ruptured inside hostel corridor, raw sewage flooding rooms",Hostel C Room 305,high
2172,fire_safety,fire sprinkler pipe ruptured but no water flowing while flames grow in lounge,Hostel E Room 501,high
3157,other,lost jacket hanging on corridor coat rack. Please resolve this quickly.,Hostel E Water Tank Area,low
3202,other,loud screeching noise from ventilation shaft disrupting sleep. Affecting multiple students.,Hostel A Room 102,medium
2906,security,night security guard post abandoned during late shift hours,Hostel F Room 118,medium
2867,security,Intercom phone to main guard gate has slight static noise,Hostel E Water Tank Area,low
1773,network,access point blinking red light and rejecting all authentication attempts,Hostel D Terrace Access,medium
2113,fire_safety,"active fire detected in 2nd floor pantry, flames spreading to wooden cabinets",Hostel D Room 412,high
2431,structural,corridor floor slab sagging and separating from main wall joint,Hostel E Water Tank Area,high
1681,network,ethernet port in room has a loose latch but connection works. Needs urgent inspection.,Hostel C Room 305,low
1707,network,Ethernet wall jacks across 5 rooms on floor 3 not receiving link light. please send someone to check as soon as possible.,Hostel B Balcony,medium
3108,other,clock in study room is running 15 minutes slow. Needs urgent inspection.,Hostel B Room 214,low
2104,fire_safety,major electrical fire spreading along cable tray across residential floor. Noticeable smell and noise.,Hostel C Wing West Common Area,high
3396,other,gas cylinder valve leaking rapidly with loud hissing in cafeteria kitchen,Hostel D Server Rack Room,high
1305,plumbing,slow drip from flush tank valve into the commode. Students are worried about safety.,Hostel E Water Tank Area,low
3332,other,severe allergic reaction / anaphylaxis emergency in dining hall,Hostel D Terrace Access,high
2909,security,Night security guard post abandoned during late shift hours,Central Canteen Kitchen Area,medium
3026,security,"active break-in in progress, unauthorized person forcing doors on 3rd floor. Reported this earlier today.",Hostel B Room 214,high
2754,sanitation,"dead animal decomposing in central water supply storage tank, water contaminated. Affecting multiple students.",Hostel B Room 214,high
2418,structural,corridor floor slab sagging and separating from main wall joint,Central Canteen Kitchen Area,high
2744,sanitation,severe contamination of drinking water system with sewage infiltration. Needs urgent inspection.,Academic Block 1 Room 101,high
1548,plumbing,burst main water pipe flooding corridor and seeping into student rooms,Academic Block 1 Room 101,high
2040,fire_safety,fire exit route obstructed by heavy storage boxes. Happening since last night.,Hostel A Ground Floor Lobby,medium
1697,network,periodic minor disconnects during late night hours,Hostel C Room 305,low
2776,sanitation,"uncontrolled pest and pathogen outbreak in dining hall kitchen, critical health risk",Hostel A Ground Floor Lobby,high
2570,sanitation,Dust accumulated on common room window ledges. kindly update ticket status once inspected.,Hostel B Main Electrical Room,low
3009,security,kidnapping or severe security threat reported on campus grounds. Happening since last night.,Central Canteen Kitchen Area,high
1280,electrical,"sparks and black smoke coming from main switchboard in corridor, urgent",Hostel E Room 501,high
2041,fire_safety,Emergency exit door jammed shut and cannot be pushed open from inside,Hostel F Room 118,medium
2228,structural,small chip in stair tread edge on ground floor landing,Main Auditorium Hall B,low
1391,plumbing,washbasin drain is draining slowly after brushing teeth. Happening since last night.,Hostel E Water Tank Area,low
1786,network,"core floor switch unresponsive, student exams affected. Needs urgent inspection.",Gymnasium Locker Room,medium
1297,electrical,"sparks and black smoke coming from main switchboard in corridor, urgent",Hostel D Terrace Access,high
2804,security,door peephole on room door is scratched and foggy. Please send someone to check as soon as possible.,Library 2nd Floor Reading Hall,low
1936,fire_safety,emergency exit sign light bulb on floor 1 appears dim,Hostel B Room 214,low
2590,sanitation,mirror in bathroom has water stains and needs wiping,Hostel C Basement Study Room,low
1968,fire_safety,fire extinguisher inspection tag in hallway expired last month. Please resolve this quickly.,Hostel E Room 501,low
1989,fire_safety,routine inspection needed for fire extinguisher pressure gauge in lobby,Hostel A Dining Hall,low
1851,network,campus-wide network and core firewall crash during online placement exams. Students are worried about safety.,Hostel B Balcony,high
1560,plumbing,sewage pipe burst with toxic foul water overflowing across hostel hallway. Noticeable smell and noise.,Hostel B Main Electrical Room,high
2043,fire_safety,smoke detector in corridor sounding false alarms intermittently. Please send someone to check as soon as possible.,Library 2nd Floor Reading Hall,medium
1598,plumbing,sewage pipe burst with toxic foul water overflowing across hostel hallway. Very concerning situation.,Hostel B Corridor 3rd Floor,high
2324,structural,bathroom door frame rotten at base and detaching from wall,Hostel D Terrace Access,medium
1316,plumbing,faucet in 3rd floor bathroom needs washer replacement due to slight leak,Hostel D Cafeteria,low
3166,other,bookshelf in common area needs reorganizing,Hostel F Room 118,low
2750,sanitation,"main sewage line ruptured inside hostel corridor, raw sewage flooding rooms",Hostel C Staircase,high
3144,other,whiteboard marker dried out in discussion room. Very concerning situation.,Hostel A Floor 2 Washroom,low
3092,security,kidnapping or severe security threat reported on campus grounds,Hostel A Dining Hall,high
2550,sanitation,"Minor bad odor from washroom floor drain, needs disinfectant. happening since last night.",Hostel C Staircase,low
1836,network,primary fiber optic uplink cable severed during construction outside hostel,Hostel D Cafeteria,high
2132,fire_safety,"smoke alarm activated, smoke pouring out from closed room 412, occupants trapped",Hostel A Room 102,high
2500,structural,"staircase railing completely detached and fallen, open drop from 4th floor. Reported this earlier today.",Hostel A Room 102,high
2129,fire_safety,"thick black smoke filling hostel 3rd floor corridor, alarms blaring, evacuation needed",Hostel C Basement Study Room,high
3096,security,"student assaulted in hostel staircase, immediate security and medical dispatch required",Hostel A Room 102,high
1325,plumbing,shower head has slightly low water pressure in room washroom,Gymnasium Locker Room,low
1491,plumbing,foul smelling dirty water coming out from tap in hostel wing,Hostel B Main Electrical Room,medium
2247,structural,floor tile in corner of room has slight chip on corner. Noticeable smell and noise.,Hostel A Room 102,low
2291,structural,window latch in room 204 is stiff and needs oiling,Hostel C Room 305,low
2736,sanitation,severe contamination of drinking water system with sewage infiltration. Needs urgent inspection.,Hostel D Room 412,high
2833,security,id card scanner at turnstile takes 2 attempts to read card,Hostel F Room 118,low
2799,sanitation,"main sewage line ruptured inside hostel corridor, raw sewage flooding rooms. Reported this earlier today.",Hostel D Cafeteria,high
1898,network,"Ransomware or malicious attack suspected, all gateway routers failing simultaneously",Central Canteen Kitchen Area,high
1590,plumbing,ceiling collapsing due to heavy water accumulation from overhead pipe rupture. Reported this earlier today.,Library 2nd Floor Reading Hall,high
1269,electrical,Live wire snapped and touching metallic railing on staircase,Hostel B Main Electrical Room,high
2125,fire_safety,emergency fire exit completely blocked while fire is spreading in staircase,Hostel C Room 305,high
3038,security,"hostel main entry doors breached, intruder threatening occupants",Main Auditorium Hall B,high
1417,plumbing,Toilet flush mechanism broken and overflowing into drainage pan,Hostel E Room 501,medium
2812,security,corridor security camera dome cover is dusty,Hostel A Ground Floor Lobby,low
2363,structural,deep diagonal crack appearing along corridor wall growing over last 2 weeks,Hostel E Water Tank Area,medium
2923,security,emergency security phone box on campus pathway broken and unresponsive. Please resolve this quickly.,Central Canteen Kitchen Area,medium
2021,fire_safety,Strong burning paper or wood smell in courtyard with smoke source unknown,Hostel B Balcony,medium
2276,structural,floor tile in corner of room has slight chip on corner. Happening since last night.,Hostel C Staircase,low
1741,network,DHCP server not assigning IP addresses to students on hostel network. Reported this earlier today.,Hostel C Room 305,medium
2062,fire_safety,hydrant valve leaking water into the emergency staircase landing. Very concerning situation.,Academic Block 1 Room 101,medium
1385,plumbing,sink drain strainer missing causing slow water flow,Hostel F Room 118,low
3063,security,"armed intruder or violent trespasser reported inside hostel block, lockdown needed",Library 2nd Floor Reading Hall,high
1847,network,network core failure disabling campus biometric security gates and CCTV stream. Kindly update ticket status once inspected.,Hostel C Room 305,high
1947,fire_safety,plastic cover on emergency break-glass box is cracked. Affecting multiple students.,Hostel A Dining Hall,low
2773,sanitation,"main sewage line ruptured inside hostel corridor, raw sewage flooding rooms",Hostel D Room 412,high
3260,other,loud screeching noise from ventilation shaft disrupting sleep. Please resolve this quickly.,Hostel D Server Rack Room,medium
2054,fire_safety,fire alarm panel beeping continuously with yellow fault warning light,Hostel F Room 118,medium
1828,network,"Catastrophic network outage across entire institution, security systems offline. noticeable smell and noise.",Hostel E Water Tank Area,high
3252,other,student trapped inside study room due to jammed door knob,Gymnasium Locker Room,medium
1663,network,ethernet port in room has a loose latch but connection works. Kindly update ticket status once inspected.,Hostel B Main Electrical Room,low
2697,sanitation,waste disposal bin broken and spilling contaminated waste into corridor,Hostel A Floor 2 Washroom,medium
3145,other,campus bus schedule poster is outdated and needs update. Very concerning situation.,Hostel E Room 501,low
3082,security,Hostel perimeter gate breached by hostile mob or unauthorized group,Hostel A Floor 2 Washroom,high
2705,sanitation,fecal matter and sewage overflow flooding hallway and entering student living areas. Noticeable smell and noise.,Hostel A Ground Floor Lobby,high
1076,electrical,desk light bulb has gone dim over the last few days,Hostel B Balcony,low
3398,other,severe allergic reaction / anaphylaxis emergency in dining hall,Hostel D Server Rack Room,high
2473,structural,"entire balcony slab vibrating and tilting downward, imminent collapse risk",Hostel C Staircase,high
2419,structural,building foundation wall cracked with noticeable tilt in hostel wing B,Hostel E Room 501,high
2015,fire_safety,Fire extinguisher missing from its designated wall bracket on floor 3. very concerning situation.,Hostel B Main Electrical Room,medium
3314,other,"student medical emergency: unconscious student having seizure in room 305, ambulance needed",Academic Block 1 Room 101,high
1676,network,printer on floor network is occasionally unreachable. Students are worried about safety.,Hostel C Room 305,low
1330,plumbing,slow drip from flush tank valve into the commode,Hostel D Room 412,low
1215,electrical,"exposed live wire hanging near wet washroom entrance, serious shock hazard",Hostel A Room 102,high
1658,network,Wifi speed is slower than usual in the corner of room 214,Academic Block 1 Room 101,low
1683,network,DNS lookup seems slightly delayed on hostel subnet. Please send someone to check as soon as possible.,Hostel D Terrace Access,low
2860,security,door peephole on room door is scratched and foggy. Happening since last night.,Hostel D Room 412,low
1713,network,"entire wing unable to connect to campus wifi, obtaining IP address error",Hostel C Staircase,medium
2423,structural,major structural pillar in basement shows wide cracks and exposed rebar buckling. Very concerning situation.,Hostel D Room 412,high
1187,electrical,wire casing near the switchboard appears loose and cracked,Hostel A Dining Hall,medium
2660,sanitation,cockroach and pest infestation noticed in pantry cabinets and floor washroom. Happening since last night.,Central Canteen Kitchen Area,medium
2301,structural,false ceiling panel sagging downward in common study room. Happening since last night.,Hostel C Room 305,medium
2599,sanitation,housekeeping missed morning sweeping in wing C corridor,Hostel D Terrace Access,low
2199,fire_safety,"Active fire detected in 2nd floor pantry, flames spreading to wooden cabinets",Hostel B Room 214,high
